title,link,text,date,ASTOR,ENJSA,TCELL,TTKOM,OYAKC,KONYA,YBTAS,EREGL,KRDMD,TOASO,FROTO,BIMAS,SOKM,ARCLK,VESTL,THYAO,PGSUS,text_en
Spot piyasada elektrik fiyatları (24.09.2023),/spot-piyasada-elektrik-fiyatlari-24092023-2338939,"Enerji Piyasaları İşletme AŞ verilerine göre, spot elektrik piyasasında işlem hacmi bugün düne göre yüzde 9,19 artarak 1 milyar 186 milyon 447 bin 478 lira oldu. Gün öncesi piyasada 1 megavatsaat elektriğin fiyatı yarın için en yüksek 17.00-19.00 saatlerinde 2 bin 700 lira, en düşük saat 12.00'de 1550 lira olarak tespit edildi. Gün öncesi piyasada 1 megavatsaat elektriğin aritmetik ortalama fiyatı 2 bin 79 lira 9 kuruş, ağırlıklı ortalama fiyatı ise 2 bin 95 lira 743 kuruş oldu. Spot piyasada 1 megavatsaat elektriğin fiyatı bugün en yüksek 2 bin 677 lira, en düşük 1497 lira 98 kuruş olarak belirlendi. ",2023-09-24,1,2,0,1,2,1,2,2,2,0,0,1,0,0,2,0,1,"According to Energy Markets Business Inc. data, the volume of transaction in the spot electricity market today increased by 9.19 percent to 1 billion 186 million 447 thousand 478 pounds.The price of 1 megawattaat electricity in the market day before the highest time for tomorrow at 17.00-19.00 hours 2 thousand 700 pounds, the lowest at 12.00 hours was determined as 1550 pounds.The arithmetic average price of 1 megawattaat electricity in the market day before the market was 2 thousand 79 pounds 9 cents, the weighted average price was 2 thousand 95 pounds 743 cents.Spot in the market 1 megawattaat electricity price today the highest 2 thousand 677 pounds, the lowest 1497 pounds was determined as 98 cents."
Ekonomi ve siyaset gündemi -  25 Eylül 2023,/ekonomi-ve-siyaset-gundemi-25-eylul-2023-2338941,"1- Cumhurbaşkanı Recep Tayyip Erdoğan, Azerbaycan Cumhurbaşkanı İlham Aliyev'in daveti üzerine Nahçıvan'a gidecek. Aliyev ile baş başa görüşecek olan Erdoğan, Iğdır-Nahçıvan Doğalgaz Boru Hattı Temel Atma Töreni'ne katılacak, ortak basın toplantısı ve imza töreni sonrasında Onarım Üretim Askeri Kompleksi Açılış Töreni'ne iştirak edecek. (Nahçıvan) 2- CHP Genel Başkanı Kemal Kılıçdaroğlu, parti genel merkezinde MYK toplantısına başkanlık edecek. (Ankara/14.30)  EKONOMİ FİNANS 1- Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Uzay Kaşifleri Derneğinin düzenlediği Planetary Congress etkinliğinin açılışına katılacak. (Bursa/10.30) 2- TÜİK, eylül ayı hizmet, perakende ticaret ve inşaat güven endekslerini açıklayacak. (Ankara/10.00)  ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"1- President Recep Tayyip Erdoğan will go to Nakhchivan upon the invitation of Azerbaijani President Ilham Aliyev.Erdogan, who will meet with Aliyev alone, will participate in the Iğdır-Nahçıvan Natural Gas Pipe Line Founding Ceremony and after the joint press conference and signing ceremony, the Repair Production Military Complex will participate in the opening ceremony.(Nakhchivan) 2- CHP leader Kemal Kılıçdaroğlu, the party headquarters will chair the meeting of the FMC meeting.(Ankara/14.30) Economy Finance 1- Minister of Industry and Technology Mehmet Fatih Kacır, Space Explorers Association organized by the Planetary Congress event will participate in the opening.(BURSA/10.30) 2- TURKSTAT, September Service, Retail Trade and Construction Confidence Index will announce.(Ankara/10.00)"
Asya borsaları bölgeden gelen ekonomik verileri takip ediyor,/asya-borsalari-bolgeden-gelen-ekonomik-verileri-takip-ediyor-2338942,"Asya-Pasifik piyasaları, yatırımcıların bu hafta bölge genelindeki enflasyon verilerini takip etmesiyle karışık durumda. Singapur ve Avustralya'nın bu hafta ağustos ayı enflasyon rakamlarını açıklaması beklenirken, Japonya'nın Tokyo bölgesine ilişkin enflasyon verilerini açıklayacağı belirtiliyor. Başkent bölgesinin enflasyon verileri ülke çapındaki eğilimlerin öncü göstergesi olarak görülüyor. Avustralya'da S&P/ASX 200 vadeli kontratları haftaya yüzde 0,29 düştü. Buna karşılık, Japonya'nın Nikkei 225 endeksi yüzde 0,66, Topix ise yüzde 0,45 artışla geçen haftaki kayıplarından toparlandı. Güney Kore'de Kospi yüzde 0,28, Kosdaq ise yüzde 1,34 kayıpla önceki haftanın kayıplarını sürdürdü. Hong Kong'un Hang Seng endeksi yüzde 0,65 oranında değer kaybederken, Çin ana kara piyasaları da negatif bölgede yer aldı. Gösterge CSI 300 yüzde 0,33 kayıp yaşadı. ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"Asia-Pacific markets are mixed with investors following inflation data throughout the region this week.Singapore and Australia are expected to announce inflation figures this week, while the Tokyo region of Japan will announce inflation data.Inflation data of the capital region are seen as a pioneering indicator of the country's tendencies.In Australia, S&P/ASX 200 maturity contracts fell by 0.29 percent to a week.On the other hand, Japan's Nikkei 225 index recovered from last week's losses with an increase of 0.66 percent and Topix increased by 0.45 percent.Kospi in South Korea, 0.28 percent, Kosdaq losses with a loss of 1.34 percent continued to loss of the previous week.Hong Kong's Hang Seng Index lost 0.65 percent, while China's main land markets took place in the negative region.The indicator CSI suffered 0.33 percent loss."
Petrol yükselmeye devam ediyor,/petrol-yukselmeye-devam-ediyor-2338943,"ABD ham petrol yüzde 0,7 kadar yükselerek varil başına 90 doların üzerinde işlem gördü. Hedge fonları, yüksek fiyatlar ve azalan volatilitenin etkisiyle ABD ham petrolündeki yükseliş pozisyonlarını Şubat 2022'den bu yana en yüksek seviyesine yükseltirken, JPMorgan Chase & Co. ""petrol süper döngüsü"" tahminlerini artırdı. Petrol fiyatları, OPEC+'nın temel taşları Suudi Arabistan ve Rusya'nın arz kısıntıları ve en büyük iki ekonomi olan ABD ve Çin'deki daha parlak görünümler sayesinde Mart 2022'den bu yana en büyük çeyreklik yükselişini kaydetmesiyle Haziran sonundan bu yana çeyrekten fazla arttı. Bu artış, ham petrolün varil başına 100 dolar olabileceği yönündeki söylentileri yeniden alevlendirirken, ithalatçılar üzerindeki fiyat baskısını da artırdı. Şangay'daki Kaos Araştırma Enstitüsü'nden analist Zhou Mi, ""Suudi Arabistan'ın üretim kesintilerini sürdürmesi ve hem Çin hem de ABD'nin makul talep göstermesi nedeniyle yükselişe devam ediyoruz. Şu anda geri dönüş için bir tetikleyici görmüyoruz"" dedi. Fiziksel pazarda pek çok sıkışıklık belirtisi var. Rusya geçen hafta dizel ve benzin ihracatını geçici olarak yasaklayarak akaryakıt fiyatlarını artırdı. Buna ek olarak, ABD ham stokları yeniden düştü ve petrolün zaman aralıkları geriye dönük bir yapıda, bu da yakın vadeli arzlar için güçlü bir rekabete işaret ediyor. Bu arada Çin, en büyük petrol ithalatçısında jet yakıtı talebini artırmak için normalden daha uzun bir ara verilmesiyle Cuma gününden itibaren Altın Hafta tatiline hazırlanıyor. Temmuz ve ağustos aylarındaki rekor hava yolcu trafiğinin ardından, sekiz gün boyunca 21 milyondan fazla insanın uçması bekleniyor. ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"The US crude oil rises up to 0.7 percent and traded over $ 90 per barrel.Hedge funds, high prices and decreasing volatility with the effect of the rise in US crude oil to the highest level since February 2022, while JPMorgan Chase & Co.The ""Petroleum Super Cycle"" increased forecasts.Oil prices, OPEC +'s cornerstones have increased more than a quarter since the end of June, with the registration of the largest quarter of the quarter since March 2022, thanks to the brightest views of Saudi Arabia and Russia, the supply shortages of Saudi Arabia and Russia, and the two largest economies, the US and China, the two largest economies.This increase reunited rumors that crude oil may be 100 dollars per barrel, while increasing the price pressure on importers.""Saudi Arabia continues to rise due to the fact that Saudi Arabia maintains its production cuts and the US and the US showed reasonable demand. We do not see a trigger for return right now,"" said Zhou Mi from the Chaos Research Institute in Shanghai.There are many signs of congestion in the physical market.Russia temporarily prohibited exports of diesel and gasoline last week, increased fuel prices.In addition, the US raw stocks have fallen again and the time intervals of oil are retrospectively, which points to a strong competition for close -term supply.In the meantime, China is preparing for a golden week holiday from Friday to a longer break from normal to increase the demand for jet fuel in the largest oil importer.Following a record airline traffic in July and August, more than 21 million people are expected to fly for eight days."
San Francisco Fed Başkanı Daly'den faiz mesajı,/san-francisco-fed-baskani-daly-den-faiz-beklentisi-2338944,"San Francisco Fed Başkanı Mary Daly, merkez bankasının para politikasını daha da sıkılaştırması gerekip gerekmediğini belirlemek için hâlâ daha fazla veriye ihtiyaç olduğunu belirtti. Daly bir etkinlikte, ""Sorun yaratacak olan şey, eğer bu işi bitirmeye karar verirsek, işimiz bitti deriz, aslında bilmediğimiz halde kesinlikle bir tane daha deriz"" dedi ve ""Zafer ilan etmeye hazır değilim. Sabır ihtiyatlı bir stratejidir"" diye konuştu. ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"San Francisco Fed President Mary Daly said that the central bank is still needed to determine if it needs to further tighten the monetary policy.In an event, Daly said, ""What is going to create a problem, if we decide to finish this job, we say that we're done, we're definitely not known,"" he said, ""I'm not ready to declare victory. Patience is a cautious strategy,"" he said."
Hedge fonların petrol öngörüsü,/hedge-fonlarin-petrol-ongorusu-2338945,"Commodity Futures Trading Commission verilerine göre fon yöneticileri ABD ham petrol fiyatının artacağı yönünde pozisyonlarını Şubat 2022’den beri en yüksek seviyeye yükseltti. Son üç ayda petrol fiyatlarının artması hedge fonlarının tercih değiştirmesine yol açtı. Fonlar yılın ilk altı ayında petrol fiyatlarına ilişkin yaklaşık son 10 yılın en kötümser pozisyonunu almıştı. ABD ve Çin’de iyileşme emaresi gösteren ekonomik görünüm ve Suudi Arabistan ile Rusya’nın arz kesintileri fiyatları desteklerken 100 dolar Brent öngörüsü yapan kurumların sayısı da artıyor. Son olarak Goldman Sachs 12 aylık tahmin ufku içinde Brent’in 100 doları aşacağını öngörmüştü. Petrol fiyatları yeni haftaya da yükselişle başlıyor. WTI kasım kontratı yüzde 0,1 yükselişle 90,15 dolardan işlem görürken Brent kasım kontratı yüzde 0,2 arttı ve 93,46 dolardan alıcı buldu. ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"According to the Commodity Futures Trading Commission data, fund managers have increased its positions to increase the US crude oil price to the highest level since February 2022.In the last three months, the increase in oil prices has led to the change of preference of hedge funds.In the first six months of the year, the funds had the pessimistic position of the last 10 years of oil prices.While the economic appearance of the US and China, the economic appearance and Saudi Arabia and Russia's supply interruptions support prices, the number of institutions that make 100 dollars of Brents are increasing.Finally, Goldman Sachs predicted that Brent would exceed $ 100 in the 12 -month estimation horizon.Oil prices start the new week with rise.The WTI November contract was traded for $ 90.15 with an increase of 0.1 percent, while the Brent November contract increased by 0.2 percent and found buyers for $ 93.46."
ABD tahvil yatırımcıları yol ayrımında,/abd-tahvil-yatirimcilari-yol-ayriminda-2338947,"Fed’in faiz artışlarına son verip vermediği sorusu tahvil yatırımcıları için kritik önem taşıyor. Fed’in bu yıl bir kez daha faiz artışı yapabileceği kararının ardından ABD iki yıllık tahvil getirisi yüzde 5’i aşarak 2006 zirvesine, 10 yıllık getiri ise yüzde 4,5’i geçerek 2007 zirvesine ulaşmıştı. Ancak stratejistler gelecek yıl faiz indirimlerinin gündeme gelmesiyle birlikte tahviller hakkında iyimserler. Columbia Threadneedle Stratejisti Ed Al-Hussainy’ye göre kısa vadeli tahviller Fed’in birkaç yıl içinde faiz indirimlerine dönmesi senaryosunda iyi performans gösterebilir. Al-Hussainy “Fed’in iki yıl boyunca faizleri sabit tutacağını düşünmüyorsanız iki yıllıklar yatırımcıya ciddi bir değer sunuyor” dedi. Bu yıl istihdam piyasasının canlı kaldığını ancak gelecek yıl bu canlılığı koruyamayacağını savunan Al-Hussainy soğuyan işgücü piyasasının tahvil rallisini tetikleyebileceği görüşünde. ABD tahvillerini takip eden Bloomberg endeksine göre bu yıl ABD tahvilleri yatırımcısına yüzde 1,2 kaybettirdi. Uzun vadeli tahvillerde kayıp yüzde 6,6’yı buldu. Tahviller üçüncü yıl üst üste eksi getiriye doğru ilerliyor. ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"The question of whether the FED ends interest rates is critical for bond investors.Following the decision that the FED could once again increase interest rates this year, the US two -year bond return exceeded 5 percent and reached the 2006 summit and 10 -year return to the 2007 summit by exceeding 4.5 percent.However, strategists are optimistic about bonds with the interest rate cuts next year.According to Columbia Threadneedle Strategist Ed Al-Hussainy, short-term bonds can perform well in the scenario that the FED returns to interest rate cuts within a few years.""If you don't think the FED will keep interest rates constant for two years, the two-year-olds offer a serious value to the investor,"" Al-Hussainy said.Al-Hussainy, who argues that the employment market remains alive this year, but could not maintain this vitality next year, says that the cooling labor market can trigger the bond rally.According to the Bloomberg index following US bonds, US bonds lost 1.2 percent to US bond investors.Lost in long -term bonds found 6.6 percent.Bonds are moving towards minus return in the third year."
TÜİK: Eylül'de sektörel güven perakende ve inşaatta arttı,/tuik-eylul-de-sektorel-guven-perakende-ve-insaatta-artti-2338951,"Türkiye İstatistik Kurumu, Eylül ayına ilişkin hizmet, perakende ticaret ve inşaat güven endekslerini açıkladı. Buna göre, güven endeksi hizmet sektöründe yüzde 2,0 azaldı, perakende ticaret sektöründe yüzde 3,0 arttı, inşaat sektöründe yüzde 1,0 arttı. Mevsim etkilerinden arındırılmış güven endeksi Eylül ayında bir önceki aya göre; hizmet sektöründe yüzde 2,0 oranında azalarak 113,0 değerini, perakende ticaret sektöründe yüzde 3,0 oranında artarak 117,7 değerini ve inşaat sektöründe yüzde 1,0 oranında artarak 88,3 değerini aldı. Güven endekslerinin 100'den büyük olması sektörün mevcut ve gelecek döneme ilişkin iyimserliğini, 100'den küçük olması ise kötümserliğini gösteriyor.  ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"Turkish Statistical Institute announced the service, retail trade and construction confidence indices for September.Accordingly, the trust index decreased by 2.0 percent in the service sector, increased by 3.0 percent in the retail trade sector, increased by 1.0 percent in the construction sector.The trust index, which is free of seasonal effects, compared to the previous month in September;It decreased by 2.0 percent in the service sector to 113.0, increased by 3.0 percent in the retail trade sector and increased by 1.0 percent in the construction sector to 88.3.The fact that the trust indices are greater than 100 shows the optimism of the sector for the current and future period and its pessimism is less than 100."
AB'den Çin'e rekabet tepkisi,/ab-den-cin-e-rekabet-tepkisi-2338954,"Avrupa Birliği, Çin'e karşı adil rekabeti tesis etmede daha iddialı olacağını vurguladı. Avrupa Birliği'nin Ticaret Komiseri Valdis Dombrovskis, Çin ziyareti sırasında bir üniversitede yaptığı konuşmada ""AB rekabeti hoş karşılıyor. Rekabet şirketlerimizi güçlendiriyor, daha yenilikçi yapıyor. Öte yandan rekabet adil olmalı. Haksız rekabete karşı hakkımızı daha fazla savunacağız"" açıklamasını yaptı. Dombrovskis'in ziyareti AB ve Çin'in başta elektrikli otomobiller olmak üzere ticaret gerginliği yaşadığı bir döneme denk geldi. AB, bu ay Çin elektrikli araçlara sübvansiyon soruşturması açarken, Çin bu hamleyi ""açık bir korumacılık"" olarak yorumlamıştı. Elektrikli araçlar konusunun Dombrovskis'in Çin gezisi sırasında gündeminde yer alması bekleniyor.  Öte yandan, Çin Ticaret Bakanlığı, soruşturmayı ""açık bir korumacılık eylemi"" olarak eleştirmişti. AB'nin planlarına aşina olan kaynaklara göre, Dombrovskis'in Pekin'e, ilişkileri yeniden kurmak için somut anlaşmalara ihtiyaç olduğunu söylemesi ve AB'nin risk azaltma stratejisinin korumacı olmadığını savunması bekleniyor. Dombrovskis'in hazırlanan konuşmasında ayrıca, ""Ekonomik güvenliğe yaklaşımımız orantılı ve kesindir; eylemimiz tamamen riske dayalı olacaktır. Bu nedenle riskten arındırma, açıklığımızı zayıflatmak değil, korumak için bir stratejidir.” ifadelerinin de yer alacağı belirtildi.  ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"The European Union stressed that it would be more ambitious in establishing fair competition against China.European Union's trade commissioner Valdis Dombrovskis, during his visit to China in a university in a speech, ""EU competition welcomes. Competition strengthens our companies, makes it more innovative. On the other hand, the competition must be fair. We will defend our right against unfair competition,"" he said.Dombrovskis's visit coincided with a period in which the EU and China experienced trade tension, especially electric cars.While the EU opened a subsidy investigation into electric vehicles this month, China interpreted this move as a ""open protectionism"".The issue of electric vehicles is expected to take place on the agenda of Dombrovskis during a trip to China.On the other hand, the Chinese Ministry of Commerce criticized the investigation as a ""open protectionism action"".According to sources familiar with the EU plans, Dombrovskis is expected to tell Beijing that concrete agreements are needed to re -establish relations and the EU's risk reduction strategy is not protective.In his speech prepared by Dombrovskis, ""Our approach to economic security is proportional and precise; our action will be completely based on risk. Therefore, purification of risk is a strategy to protect our openness, not to weaken our openness.”statements will be included."
TEPAV: Ağustos'ta perakende güveni arttı,/tepav-agustos-ta-perakende-guveni-artti-2338955,"TEPAV (Türkiye Ekonomi Politikaları Araştırma Vakfı) Perakende Güven Endeksi’nin (TEPE) 164. sayısı yayımlandı. Buna göre TEPE, Ağustos ayında bir önceki yılın aynı dönemine göre 11,7 puanlık, bir önceki aya göre ise 21,5 puanlık artışla 5,2 puan değerini aldı. TEPE anketine katılan perakendecilerden geçtiğimiz 3 ayda işlerin durumunun iyileştiğini belirtenlerin oranı Ağustos 2023’te yüzde 0,6’dan yüzde 43,7’ye, önümüzdeki 3 ayda işlerinde iyileşme bekleyenlerin oranı ise yüzde 5,8’ten yüzde 9,1’e yükseldi. Öte yandan, önümüzdeki 3 ayda satış fiyatında artış bekleyen perakendecilerin oranı yüzde 98,5’ten yüzde 97,2’ye geriledi.  Bölgeler bazında incelendiğinde ise Ağustos ayı perakende güveninde en fazla artış Kuzeydoğu Anadolu ve Ortadoğu Anadolu Ege bölgelerinde gözlenirken İstanbul’da geriledi. Güneydoğu Anadolu, Batı Anadolu ve Akdeniz bölgelerindeki artışlar da ortalamanın gerisinde kaldı. İstanbul'da perakende güveni yüzde -3,2 puan olarak kaydedildi. İşlerin (geçen yılın aynı dönemine göre) durumuna yönelik değerlendirmeler, Ağustos 2023’te-72,7 puan değerini alarak Temmuz 2023’e göre 12,8 puan, Ağustos 2022’ye göre 45,1 puanazaldı. Ağustos 2023’te TEPE anketi katılımcılarının yüzde 5,2’si geçen yılın aynı dönemine göreişlerinde artış olduğunu belirtirken, işlerinde düşüş olduğunu belirtenlerin oranı yüzde 80,7olarak belirlendi. Geçen yıla göre işlerinde bir değişiklik olmadığını belirtenlerin oranı ise yüzde14,2 oldu. Perakende güvenine alt sektörler itibarıyla bakıldığında Ağustos 2023’te, geçen yılın aynı dönemine göre “birden fazla türde ürün satan bakkal, market ve büyük mağazalar” ve “diğer (akaryakıt istasyonu, eczane, parfümeri, nalbur, züccaciye, kırtasiye, vb.)” sektörlerindeki değişim ortalamanın üzerinde gerçekleşirken, “motorlu taşıtlar”, “yiyecek, içecek ve tütün ürünleri”, “elektrikli ev aletleri, radyo ve televizyonlar”, “mobilya, aydınlatma ekipmanı ve ev içi kullanım ürünleri” ve “tekstil, hazır giyim ve ayakkabı” sektörleri ise ortalamanın altında değer aldı.  Ağustos 2023’te TEPE anketi katılımcılarından önümüzdeki 3 ayda işlerinde iyileşmebekleyenlerin oranı yüzde 5,8’ten 9,1’e, işlerinde bir değişiklik beklemeyenlerin oranı ise yüzde74’ten yüzde 80’e yükseldi. Katılımcıların yüzde 10,9’u işlerinde kötüleşme beklediğini belirtti. İyileşme beklentilerinde turizm sezonunun uzaması, düğün sezonu ve yabancı müşterilerinartması, eğitim döneminin yaklaşması gibi mevsimsel etkiler ağırlıkta iken, kötüleşmebeklentilerinde yükselen maliyetler ve satış fiyatlarındaki artış, alım gücünün düşmesi vetalebin daralması gibi temel iktisadi kısıtlar öne çıktı.  ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"TEPAV (Turkish Economic Policies Research Foundation) 164th issue of the Retail Confidence Index (HEPE) was published.Accordingly, Tepe, 11.7 points compared to the same period of the previous year in August, increased by 21.5 points compared to the previous month, 5.2 points value.The ratio of those who stated that the status of the work has improved in the last 3 months of the retailers participating in the hill survey increased from 0.6 percent to 43.7 percent in August 2023, and the rate of those waiting for improvement in their work in the next 3 months rose from 5.8 percent to 9.1 percent.On the other hand, the rate of retailers waiting to increase in the next 3 months in the next 3 months decreased from 98.5 percent to 97.2 percent.When examined on the basis of the regions, the highest increase in retail security in August was observed in Northeast Anatolia and the Middle East Anatolia Aegean regions and declined in Istanbul.The increases in Southeastern Anatolia, Western Anatolia and Mediterranean regions were also behind the average.Retail confidence in Istanbul was recorded as -3.2 percentage points.Evaluations on the status of the works (compared to the same period of the previous year) were 12.8 points in August 2023 and 12.8 points compared to July 2023 and 45.1 points compared to August 2022.In August 2023, 5.2 percent of the peak survey participants stated that there was an increase in their work compared to the same period of the previous year, while the rate of those who stated that their jobs decreased 80.7 percent was determined.The rate of those who stated that there was no change in their work compared to last year was14.2 percent.Retail trust in the sub -sectors in August 2023, compared to the same period of the previous year, ""grocery stores selling more than one type of product, market and large stores"" and ""other (fuel station, pharmacy, perfumery, nalbur, glassware, stationery, etc.)""While the change in the sectors is above the average, “Motor Vehicles”, “Food, Drink and Tobacco Products”, “Electric Home Appliances, Radio and Televisions”, “Furniture, lighting equipment and domestic use products” and “textile, ready -to -wear and shoes”The sectors received value below average.In August 2023, the hill survey participants in the next 3 months in their work in their jobs from 5.8 percent to 9.1 percent, the proportion of those who do not expect a change in their work increased from 80 percent to 80 percent.10.9 percent of the participants said they expect worsening in their business.While the seasonal effects such as prolongation of the tourism season, wedding season and the approach of the educational period, the increase in the costs and the increase in purchasing power, the contraction of the vetaleb, came to the forefront."
TL dönüşümlü KKM'de asgari faiz zorunluluğu kalktı,/tl-donusumlu-kkm-de-asgari-faiz-zorunlulugu-kalkti-2338961,"Türkiye Cumhuriyet Merkez Bankası (TCMB) kur korumalı mevduatlarda yeni bir düzenlemeye imza attı. TCMB, uygulama talimatında yapılan değişiklikle, Türk lirası dönüşümlü kur korumalı hesaplarda asgari faiz zorunluluğu kaldırdı. Böylece bankaların Türk lirası dönüşümlü kur korumalı hesaplara politika faizinin altında faiz verebilmesinin önü açıldı. Son dönemde ekonomi yönetimi KKM'nin misyonunu tamamladığı mesajı verirken, birçok düzenlemeyi de hayata geçirmişti. Ağustos ayında menkul kıymet ve zorunlu karşılık uygulamalarında kur korumalı hesapların TL mevduata dahil olduğu TL payı rasyosunu yürürlükten kaldırılarak, yerine kur korumalı hesapları TL mevduat olarak dikkate almayan ve standart yerel para olan TL mevduatın toplam mevduat içindeki payını artırmayı hedefleyen yeni bir TL payı rasyosu getirilmişti.  Eylül ayında ise TL'ye geçişlerin hızlandığını gösteren veriler doğrultusunda gerçek kişiler için aylık yüzde 2 olarak belirlenen TL payı artış hedefi, yüzde 2,5'e yükseltilmişti. Ayrıca, TL'ye geçiş ve yenileme ile TL payı hesaplamalarında revizyona gidilmişti. Eylül ayının ortasında Resmi Gazete'de yayımlanan karara göre, 6 aya kadar vadeli kur korumalı mevduat (KKM) hesapları için zorunlu karşılık oranı yüzde 15’ten yüzde 25’e yükseltilmişti.  Geçen gelen düzenlemeyle ise kur korumalı hesapların TL mevduat sayıldığı komisyon uygulaması sona erdi. Bu düzenlemelerin etkisiyle KKM'lerin gerilediği izlenmişti. Bankacılık Düzenleme ve Denetleme Kurumu (BDDK) verilerine göre, kur korumalı mevduat toplamı geçen hafta 26 milyar TL düşüşle 3,31 trilyon TL oldu. Dolar cinsi karşılığı ise 123 milyar doların altına geldi. KKM'de son bir ayda 101,4 milyar TL'lik düşüş gerçekleşti.  ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"The Central Bank of the Republic of Turkey (CBRT) has signed a new regulation in exchange rate protected deposits.The CBRT, with the amendment made in the application instruction, the Turkish Lira alternating exchange rate protected accounts abolished the minimum interest requirement.Thus, the banks of the Turkish Lira to give interest to alternating exchange rate protected accounts under the policy interest rate was opened.Recently, the economic management has given the message that the KKM has completed the mission, while many regulations have implemented.In August, a new TL share ratio, which aims to increase the share of TL deposit in total deposits, which did not consider the TL share ratio in which the exchange rate protected accounts are included in the TL deposit in the securities and necessary provision practices, was replaced by TL deposit and the standard local currency TL deposit in total deposits.In September, in accordance with the data showing that the transition to TL has accelerated, the target of TL increase, which was determined as 2 percent for real persons, was increased to 2.5 percent.In addition, the transition and renewal to TL and TL share calculations were revised.According to the decision published in the Official Gazette in the mid -September, the mandatory provision rate for up to 6 months term exchange rate protected deposit (KKM) accounts was increased from 15 percent to 25 percent.With the last regulation, the commission application, where exchange rate protected accounts are considered as TL deposit, ended.Under the influence of these regulations, the KKMs declined.According to the Banking Regulation and Supervision Agency (BRSA) data, the total exchange rate protection deposits decreased last week with a decrease of TL 26 billion and TL 3.31 trillion.The dollar type came below $ 123 billion.The KKM decreased by TL 101.4 billion in the last month."
TCMB/Erkan: TL varlıklara yönelik yerel ve uluslararası talebi artırmaya kararlıyız,/tcmberkan-tl-varliklara-yonelik-yerel-ve-uluslararasi-talebi-artirmaya-kararliyiz-2338964,"Türkiye Cumhuriyet Merkez Bankası (TCMB) Başkanı Hafize Gaye Erkan, öncü göstergelerin, yerli ve yabancı yatırımcıların portföylerindeki Türk lirası (TL) varlıkların payını artırmaya başladığına işaret ettiğini belirterek, ""TL varlıklara yönelik yerel ve uluslararası talebi artırmaya kararlıyız."" ifadesini kullandı. Basına kapalı gerçekleşen İİT-İSEDAK Merkez Bankaları Forumu Toplantısı'nın açılışında konuşan Erkan'ın mesajları, TCMB'nin, X sosyal medya platformundaki adresinde paylaşıldı. ""2024 yılında dezenflasyonu tesis etmeye yönelik yol haritamızı kararlılıkla uygulamaya devam edeceğiz"" ifadesini kullanan Erkan, son dönemdeki düzenlemelerinin TL mevduat payının artırılmasını hedeflediğini kaydetti.  Erkan, ""Öncü göstergeler, yerli ve yabancı yatırımcıların portföylerindeki TL varlıkların payını artırmaya başladığına işaret etmektedir. TL varlıklara yönelik yerel ve uluslararası talebi artırmaya kararlıyız."" ifadelerini kullandı.    ",2023-09-25,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,"Hafize Gaye Erkan, President of the Central Bank of the Republic of Turkey (CBRT), pointed out that the Turkish Lira (TL) in the portfolios of domestic and foreign investors began to increase the share of assets in the portfolios of domestic and foreign investors.He said.Speaking at the opening of the OIC-SUEDAK Central Banks Forum Meeting, which was closed to the press, Erkan's messages were shared on the CBRT's address on the X Social Media Platform.""In 2024, we will continue to implement our roadmap to establish disinflation,"" Erkan said that the recent regulations aim to increase the TL deposit share share.Erkan, ""Pioneering indicators, domestic and foreign investors in the portfoli of the TL assets began to increase the share of assets. TL assets are determined to increase local and international demand.""He said."
