title,link,text,date,label
Turkcell üst yönetiminde değişiklik,/turkcell-ust-yonetiminde-degisiklik-2338377,"Turkcell'den Kamuyu Aydınlatma Platformu'na (KAP) yapılan açıklamaya göre, Nisan 2021'den bu yana Turkcell Yönetim Kurulu Üyesi olarak görev yapan Şenol Kazancı, Yönetim Kurulu Başkanı olarak atandı. Mart 2020'den itibaren Turkcell Yönetim Kurulu Başkanlığını üstlenen Bülent Aksu'nun da şirketin yeni genel müdürü olduğu belirtilen açıklamada, ""Yönetim kurulu üyeliğinden ayrılan Aksu'nun yerine Türk Ticaret Kanunu'nun 363. maddesi uyarınca Ayşe Nur Bahçekapılı'nın yönetim kurulu üyesi olarak seçilmesine karar verilmiştir"" ifadesi yer aldı.   ","14 Eylül 2023 Perşembe, 20:33","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 0', 'KONYA : 0', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 1', 'PGSUS : 1']"
TSB başkanlığına Uğur Gülen seçildi,/tsb-baskanligina-ugur-gulen-secildi-2338378,"Sigorta sektörünün çatı kuruluşu Türkiye Sigorta Birliği'nin (TSB) düzenlenen Olağanüstü Genel Kurul’da Uğur Gülen başkan seçildi. Aksigorta Genel Müdürü Gülen, aynı zamanda TSB Yönetim Kurulu Başkan Yardımcılığı görevini de yürütüyordu. Gülen, Nisan 2024’te yapılacak TSB Genel Kurulu’na kadar TSB Başkanlığı görevini sürdürecek. Başkanlık için 3 adayın bulunduğu olağanüstü genel kurulda Gülen, TSB başkanı seçilirken Gülen, seçimde kullanılan 63 geçerli oydan 55’ini aldı. Başkan adaylarından AcnTURK Sigorta Yönetim Kurulu Başkanı Murat Büyükçelebi 6 oy alırken, Arex Sigorta Yönetim Kurulu Başkanı Adnan Süphanoğlu’na ise 2 oy çıktı.  TSB Olağanüstü Genel Kurulu’nda, Gülen’in ardından boşalan TSB Hayat Dışı Yönetim Komitesi üyeliği için de seçime gidildi. Komitenin yeni üyesi Neova Sigorta Genel Müdürü Neslihan Necipoğlu oldu.  ","14 Eylül 2023 Perşembe, 21:08","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 0', 'KONYA : 0', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 1', 'PGSUS : 1']"
SPK'dan Simit Sarayı'nın halka arzına onay,/spk-dan-simit-sarayi-nin-halka-arzina-onay-2338379,"Sermaye Piyasası Kurulu'nun (SPK) haftalık bültenine göre kurul, DMR Unlu Mamuller Üretim Gıda Toptan Perakende İhracat AŞ'nin (Simit Sarayı) halka arz başvurusuna onay verdi. DMR Unlu Mamuller Üretim Gıda Toptan Perakende İhracat AŞ'nin halka arz fiyatı 10,24 TL oldu. Kurul ayrıca, Sanko Pazarlama İthalat İhracatın 45 milyon lira, Halk Gayrimenkul Yatırım Ortaklığının 75 milyon lira, Vakıf Gayrimenkul Yatırım Ortaklığının 1 milyar 232 milyon 500 bin lira tutarındaki bedelsiz sermaye artırımı başvurusunu onayladı. SPK, Doğan Trend Otomotiv Ticaret Hizmet ve Teknolojinin 900 milyon lira, Türk Telekomun 5 milyar lira, MLP Sağlık Hizmetlerinin 1,5 milyar lira, Smart Güneş Enerjisi Teknolojileri Araştırma Geliştirme Üretim Sanayi ve Ticaretin 300 milyon lira, Sefine Denizcilik ve Tersanecilik Turizm Sanayi ve Ticaretin 1 milyar lira, Garanti BBVA'nın 57 milyar lira, Türk Tuborg Bira ve Malt Sanayiinin 2,5 milyar lira, Pınar Entegre Et ve Un Sanayiinin 800 milyon lira, Ünlü Menkul Değerlerin 600 milyon lira, Türkiye İhracat Kredi Bankasının 3 milyar dolar, Fiba Yenilenebilir Enerji Holdingin 200 milyon dolar, Akbank'ın 4 milyar dolar, Mersin Uluslararası Liman İşletmeciliğinin 516 milyon 925 bin 706 dolar tutarındaki borçlanma aracı ihracı başvurusuna onay verdi.  Kurul, Garanti BBVA payına dayalı 31 Temmuz 2023 vade tarihli GABAB alım varantı piyasasında 30 Mayıs 2023-1 Haziran 2023 döneminde gerçekleştirilen işlemler ile ilgili olarak yapılan inceleme sonucunda, 1 kişiye 257 bin 656,38 lira idari para cezası uygulanmasına karar verdi. Atlantis Yatırım Holding AŞ pay piyasasında gerçekleştirilen işlemlerde ve sosyal medyada yapılan paylaşımlarda sorumluluğu bulunan 8 kişi hakkında Cumhuriyet başsavcılığına suç duyurusunda bulunulmasını kararlaştıran SPK, söz konusu kişiler hakkında Borsa ve teşkilatlanmış diğer piyasalarda 2 yıl işlem yapma yasağı getirilmesine Kurulun V-101.1 sayılı Tedbirler Tebliği'nin 6/3 maddesi uyarınca ve 26 Ağustos 2022 tarihli kararı ile 6 ay işlem yapma yasağı getirilen kişiler hakkında işlem yasaklı kaldığı sürenin 2 yıllık süreden düşülerek uygulanmasına hükmetti. SPK, izinsiz sermaye piyasası faaliyetinde bulunması nedeniyle 1 kişi hakkında suç duyurusu yapılmasına, söz konusu kişinin ""Sermaye Piyasası Faaliyetleri Düzey 3 Lisansı"" ve ""Türev Araçlar Lisansı""nın 14 Eylül 2023 tarihinden itibaren 5 yıl süreyle iptal edilmesine karar verdi. Kurul ayrıca Türkiye'de yerleşik kişilere yönelik olarak internet aracılığıyla yurt dışında kaldıraçlı işlem yaptırıldığı belirlenen 44 internet sitesine erişimin engellenmesi için gerekli hukuki işlemlerin yapılmasını kararlaştırdı.    ","14 Eylül 2023 Perşembe, 22:19","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 0', 'KONYA : 0', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 1', 'PGSUS : 1']"
"BM: Acil gıdaya ihtiyaç duyanların sayısı 21,6 milyon kişi arttı",/bm-acil-gidaya-ihtiyac-duyanlarin-sayisi-21-6-milyon-kisi-artti-2338380,"Birleşmiş Milletler'in (BM) merkezi Roma'da bulunan kuruluşlarından WFP, Gıda Krizleri Küresel Raporu'nun yıl ortası güncellemesini paylaştı. Rapora göre, 48 ülkede acil gıda yardımına ihtiyaç duyan kişilerin sayısı geçen yıla göre yüzde 10 arttı. 2022'den beri yüksek düzeyde akut gıda güvensizliği yaşayan insan sayısının 48 ülkede 21,6 milyon arttığı ve toplam 238 milyona ulaştığı belirtildi. Bunun nedeninin, Bangladeş, Angola, Gana, Pakistan ve Nijerya’nın aralarında olduğu birkaç ülkede halihazırda savunmasız olan nüfus arasında analiz kapsamının yüzde 16 artması ve aynı zamanda diğer yerlerde kalıcı ya da artan şekilde süren çatışma, güvensizlik, aşırı hava koşulları ve ekonomik şoklar olduğu ifade edildi.  Aralarında Sudan, Somali ve Burundi gibi ülkelerin olduğu 9 ülkede de 2022'den bu yana durumun kötüye gittiği kaydedildi. Raporda, uzun süreli gıda krizleri ve yeni şoklar nedeniyle 2023'te de ciddi düzeyde akut gıda güvensizliğinin sürdüğü, buna karşın bazı ülkelerde iyileşmelerin de kaydedildiği belirtildi. İyileşme görülen ülkeler arasında Sri Lanka, Nijer ve Demokratik Kongo Cumhuriyeti’nin yer aldığı ancak Nijer’deki son gelişmelerin bu durumu tersine çevirebileceği belirtildi. Raporda veri elde edilememesinin de endişe kaynağı olduğu, 25 ülke veya bölgeden veri temin edilemediği aktarıldı. Raporda ayrıca, acil gıda yardımına ihtiyaç duyan insanların neredeyse yüzde 70'inin en büyük 10 gıda krizi yaşanan yerlerde olduğu belirtildi. ","14 Eylül 2023 Perşembe, 22:39","['ASTOR : 1', 'ENJSA : 1', 'TCELL : 1', 'TTKOM : 0', 'OYAKC : 0', 'KONYA : 0', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 1', 'TOASO : 1', 'FROTO : 1', 'BIMAS : 1', 'SOKM : 0', 'ARCLK : 1', 'VESTL : 1', 'THYAO : 1', 'PGSUS : 1']"
TOKİ'den yüzde 25 indirim kampanyası,/toki-den-yuzde-25-indirim-kampanyasi-2338382,"Çevre, Şehircilik ve İklim Değişikliği Bakanı Mehmet Özhaseki, katıldığı canlı yayınında vatandaşlardan gelen yoğun talep üzerine Toplu Konut İdaresi (TOKİ) aracılığıyla alınan ve geri ödemeleri devam eden konut ve iş yerleri için yüzde 25 indirim kampanyası düzenlediklerini duyurdu. Bakan Özhaseki’nin açıkladığı yüzde 25 indirim kampanyasından, TOKİ’den ev ve iş yeri almış ve geri ödemesi 2022 yılı Haziran ayının sonuna kadar başlamış olanlar faydalanabilecek. Alıcılar borç bakiyesinin peşin olarak kapatması durumunda yüzde 25 oranında indirim imkânından yararlanabilecek. Borcun tamamını kapatamayacak olan alıcılar ise borç bakiyesinin yüzde 25’inden az olmamak şartıyla yaptıkları ödemeye yüzde 25 indirim kampanyasından kısmi olarak faydalanabilecek. Konut ve işyeri alıcıları, borç kapatma tarihi itibarıyla hesaplanacak borç bakiyelerini, 21 Eylül-19 Ekim 2023 tarihleri arasında satış işlemlerini gerçekleştirdikleri bankadan öğrenebilecek. Yüzde 25 indirim kampanyası 21 Eylül’de başlayacak ve 19 Ekim’de sona erecek. Alıcıların, başvuru tarihi itibarıyla öncelikle borç kapatmanın yapıldığı aya ait taksit ödemelerini yapmış olması gerekiyor. Ayrıca geriye dönük taksit ve emlak vergisi borcunun olmaması şartı da var. Kampanyaya dahil olan konut ve iş yeri alıcıları, borç bakiyelerini kapatarak söz konusu indirimden faydalanmak isterse de Gayrimenkul Satış Sözleşmesi'ni imzalamış oldukları aracı bankalardan konut kredisi kullanabilecek. Kampanya tarihinden sonra yapılacak borç kapatma ve kısmi ödemelerde ise söz konusu indirim oranından yararlanılması mümkün olmayacak. Kalan taksit sayısı 12 ve daha az olan konut ve iş yeri alıcıları indirim kampanyasından yararlanamayacak.  ","15 Eylül 2023 Cuma, 00:50","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Görevden alma ve atama kararları Resmi Gazete'de,/gorevden-alma-ve-atama-kararlari-resmi-gazete-de-2338383,"Resmi Gazete'de Cumhurbaşkanı Recep Tayyip Erdoğan'ın imzasıyla yayımlanan kararlara göre, Diyanet İşleri Başkanlığı, Çalışma ve Sosyal Güvenlik, Kültür ve Turizm, Milli Eğitim, Milli Savunma Bakanlıklarının üst kademelerine atamalar yapıldı. Karara göre, Devlet Denetleme Kurulu üyeliklerine Murat Selim Aydemir ve Emin Sadık Aydın atandı. Çalışma ve Sosyal Güvenlik Bakanlığı Çalışma Genel Müdürü Sadettin Akyıl ile Uluslararası İşgücü Genel Müdürü Cenk İleri görevden alındı. Çalışma ve Sosyal Güvenlik Bakanlığında açık bulunan İş Başmüfettişliklerine, İş Müfettişleri Fatih Burak İzci, Mehmetali Çolak, Seha Karaca Gürsoy ve Uğur Mavi atandı. Bakanlıkta açık bulunan İş Müfettişliğine Ahmet Doğan Baygeldi ile yapılan yeterlilik sınavında başarı gösteren İş Müfettiş Yardımcısı Hatice Atay atandı. Çevre, Şehircilik ve İklim Değişikliği Bakanlığı Eğitim ve Yayın Dairesi Başkanı Halil Erdoğan görevden alındı, yerine Tayfun Çelik getirildi. Kültür ve Turizm Bakanlığı Van İl Kültür ve Turizm Müdürü Erol Uslu görevden alındı.  Kültür ve Turizm Bakanlığında açık bulunan Başmüfettişliğe, Müfettiş Keziban Sinem Peynirci getirildi. Çalışma ve Sosyal Güvenlik Bakanlığında Sosyal Güvenlik Kurumu Başkan Yardımcısı ve Yönetim Kurulu Üyesi İsmail Ertüzün, Kültür ve Turizm Bakanlığında Devlet Opera ve Balesi Genel Müdürü Bedri Tan Sağtürk oldu. Diyarbakır İl Kültür ve Turizm Müdürlüğüne Mehmet Sabahattin Genç, Nevşehir İl Kültür ve Turizm Müdürlüğüne Erzincan İl Kültür ve Turizm Müdürü Arda Heb, Malatya İl Kültür ve Turizm Müdürlüğüne ise Ordu İl Kültür ve Turizm Müdürü Yener Oba atandı. Vakıflar Genel Müdürlüğünde açık bulunan İstanbul Vakıflar 2. Bölge Müdürlüğüne Van Gençlik ve Spor İl Müdürü Arif Özsoy getirildi. Milli Eğitim Bakanlığında açık bulunan Başmüfettişliklere Müfettişler İsmail Sefa Selçuk, Turgut Büyüktepe ve İlhami Kesici atandı.   ","15 Eylül 2023 Cuma, 01:52","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Ekonomi ve siyaset gündemi -  15 Eylül 2023,/ekonomi-ve-siyaset-gundemi-15-eylul-2023-2338384,"- Cumhurbaşkanı Recep Tayyip Erdoğan, Atatürk Kültür Merkezi'nde 2023-2024 Eğitim Öğretim Yılı Açılış Töreni'ne, Haliç Kongre Merkezi'nde 10. Dünya Türk İş Konseyi Kurultayı'na katılacak, Hilton Bomonti Otel'de Deprem Gerçeği ve Kentsel Dönüşüm Şurası'na iştirak edecek. (İstanbul/11.00/14.30/19.30)  EKONOMİ FİNANS 1- Hazine ve Maliye Bakanı Mehmet Şimşek, Dünya Türk İş Konseyi 10. Kurultayı'nın gala yemeğine iştirak edecek. (İstanbul/20.00) 2- Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Coca-Cola Dijital Servis Merkezi Açılış Töreni'ne katılacak. (İstanbul/10.30) 3- Hazine ve Maliye Bakanlığı, ağustos ayı merkezi yönetim bütçe gerçekleşmelerini duyuracak.  (Ankara/11.00) 4- Türkiye İstatistik Kurumu, ağustos ayı tarım ürünleri üretici fiyat endeksi ile ağustos ayı konut satış ve temmuz ayı ücretli çalışan istatistiklerini açıklayacak. (Ankara/10.00)  DÜNYA DİPLOMASİ 1- Dışişleri Bakanı Hakan Fidan, 10. Dünya Türk İş Konseyi Kurultayı'nda konuşma yapacak. (İstanbul/11.30)  ","15 Eylül 2023 Cuma, 06:38","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Asya borsaları Çin verisi sonrasında yükselişte,/asya-borsalari-cin-verisi-sonrasinda-yukseliste-2338385,"Asya-Pasifik piyasaları, Çin'in ağustos ayına ilişkin çoğunlukla piyasa beklentilerinden iyi gelen ekonomik verilerinin desteğiyle yükseldi. Çin'in Ağustos ayı perakende satışları ve fabrika üretimi beklentileri aştı ancak sabit varlık yatırımına ilişkin baskı beklenenin biraz altında geldi. Ağustos ayında ev fiyatları bir önceki yıla göre yüzde 0,1 düştü. Hong Kong'un Hang Seng endeksi duyurunun ardından toparlanarak yüzde 1,3 yükselirken, CSI 300'ün marjinal yükselişiyle anakara piyasaları da yükseldi. Japonya'da Nikkei 225 yüzde 1,34 yükselirken, Topix yüzde 1,25 kazançla 33 yılın en yüksek seviyelerini zorlamaya devam etti. En önemlisi, Softbank'ın hisseleri, kontrol ettiği çip tasarım firması Arm'ın Nasdaq'a çıkışında neredeyse yüzde 25 oranında artmasının ardından yüzde 3'ün üzerinde artış gösterdi. Avustralya'da S&P/ASX 200 yüzde 1,8 yükseldi. Güney Kore Kospi yüzde 1,15 oranında yükselirken, Kosdaq marjinal bir yükseliş kaydetti. ","15 Eylül 2023 Cuma, 06:49","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Çin'de sanayi üretimi ve perakende satışlar beklentileri aştı,/cin-de-sanayi-uretimi-ve-perakende-satislar-beklentileri-asti-2338386,"Çin ekonomik aktivitesi uzun bir süre sonra toparlanma sinyali verdi. Ağustos ayında Çin sanayi üretimi yıllık yüzde 4,5, perakende satışları ise yüzde 4,6 artışla beklentileri somut bir şekilde aştı. Ekonomistler sanayi üretiminin yüzde 3,9, perakende satışların ise yüzde 3 büyümesini bekliyordu. Pozitif veriler aralarında ev eşyaları ve konutun da olduğu sektörlerde Çin hükümetinin teşvik adımlarını atmasının ardından geldi. StanChart Ekonomisti Ding Shuang “Belki de zirve kötümserlik arkamızda kaldı. Ağustos verisi ekonominin sürekli ve derin bir yavaşlama yaşaması ihtimalinin düşük olduğunu gösterdi” sözleriyle veriyi yorumladı. Çin ekonomisinin yumuşak karnı gayrimenkul sektöründe ise kötü gidişat sürüyor. Ağustos ayında yeni konut satışları yüzde 0,29 düşüş kaydetti. Çin Merkez Bankası ise orta vadeli politika faizi olan bir yıl vadeli borç verme faizini yüzde 2,50’de tuttu. ","15 Eylül 2023 Cuma, 07:03","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
ABD'de Birleşik Otomobil İşçileri Sendikası greve başladı,/abd-de-otomotiv-grevi-2338388,"ABD Birleşik Otomobil İşçileri (UAW), Detroit'teki üç eski otomobil üreticisinde ücretler ve iş güvenliği konusunda grev yapmaya başladı. İşçiler Cuma günü Bronco SUV üreten Ford Motor Michigan fabrikasından, Chevy Colorado orta boy pickup üreten Missouri'deki General Motors fabrikasından ve Jeep Wrangler'ın üretildiği Toledo, Ohio'daki Stellantis NV fabrikasından ayrılmaya başladı. Haftalarca süren görüşmelerin ardından sendika ve otomobil üreticileri hâlâ birbirlerinden çok uzakta. Strateji, UAW'nin grev fonu üzerindeki etkiyi en aza indirirken karlı araçların üretimini düzenli olarak azaltmak için tasarlandı. Sendika, pazarlığın gidişatına bağlı olarak grev yerleri ekleyeceğini söyledi. UAW Başkanı Shawn Fain Perşembe günü geç saatlerde ""Bu gece, tarihimizde ilk kez Üç Büyük'ün üçünü de aynı anda vuracağız. Bu strateji şirketlerin tahmin yürütmesini sağlayacak. Bu, ulusal müzakerecilerimize pazarlıkta maksimum güç ve esneklik sağlayacak. Ve eğer sonuna kadar gitmemiz gerekiyorsa, bunu yaparız. Her şey masada"" dedi. ","15 Eylül 2023 Cuma, 07:33","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Petrolde üçüncü hafta yükselişe doğru,/petrolde-ucuncu-hafta-yukselise-dogru-2338390,"Brent petrol, Suudi Arabistan ve Rusya’nın arz kesintilerinin etkisiyle üçüncü hafta üst üste yükseliş kaydetmeye hazırlanıyor. Perşembe günü de yüzde 2 yükselen Brent petrol aktif kontratı 94 doların üzerine yükseldi. Uluslararası Enerji Ajansı ve Petrol İhraç Eden Ülkeler Örgütü bu hafta piyasanın yıl sonuna kadar açık vereceği konusunda uyarıda bulunarak, ham petrolün geçen Cuma günkü kapanıştan bu yana yüzde 4'ten fazla yükselmesine yardımcı oldu. Talep, ABD'nin resesyondan kaçınabileceğine dair artan işaretlerle de desteklenirken, Cuma günü Çin'den gelen veriler ekonomistlerin tahminlerini geride bırakarak, en kötü resesyonun geride kaldığına işaret etti. ABD ekonomisinin resesyondan kaçınabileceği düşüncesi ve Çin’den gelen son ekonomik veriler petrol piyasasındaki sıkılığın artabileceğini gösteriyor. Commonwealth Bank of Australia Araştırma Direktörü Vivek Dhar “OPEC+ kesintileri düşünüldüğünde petrol piyasasında Brent’in 100 dolara yükseleceği ihtimali değerlendirmeli” yorumunu yaptı. ","15 Eylül 2023 Cuma, 08:11","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Denizbank'a murabaha sendikasyonu,/denizbank-a-murabaha-sendikasyonu-2338393,"Türkiye'de bankaların dış finansman çalışmaları devam ediyor. Denizbank 367 gün vadeli 50 milyon euro ve 230 milyon dolar olmak üzere iki dilimden oluşan Murabaha Sendikasyonu Sözleşmesi’ne imza attığını duyurdu. Banka açıklamayı Perşembe akşamı Kamuyu Aydınlatma Platformu'na yaparken, açıklamada işlemin maliyeti hakkında detaylar yer almadı. ","15 Eylül 2023 Cuma, 08:43","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
"Bilgi ve iletişim sektörü ilk 8 ayda, yüzde 17 büyüdü",/bilgi-ve-iletisim-sektoru-ilk-8-ayda-yuzde-17-buyudu-2338394,"HANDE BERKTAN Gündem Teknoloji programına katılan Bilişim Sanayicileri Derneği Yönetim Kurulu Başkanı Mehmet Ali Tombalak, bilgi ve iletişim teknolojileri pazarının, yıl sonunda 30 milyar dolara ulaşmasını öngördüklerini söyledi. TÜBİSAD Başkanı sözlerine “Türkiye’de bilgi ve iletişim teknolojileri sektöründe bu yılın ilk 8 ayında dolar bazında yüzde 17 büyüme oldu. Yıl sonuna kadar artarak devamını bekliyor ve 30 milyar dolara ulaşacağını öngörüyoruz. Geçen yıl TL. bazlı büyüme varken dolar bazlı gerileme olmuştu. Bu yılı, dolar bazında büyüyerek tamamlayacağız. Büyük şirketlerdeki dijital dönüşüm artışı bu büyümeyi destekledi. Ancak hala dünya liginde binde 1 paya sahibiz.” diyerek özetledi.  “Büyük şirketler, teknoloji projelerini, iş ortaklarından sağlamalı” Teknoloji sektörünü nasıl büyütürüz? sorusunu yönelttiğim TÜBİSAD Başkanı “KOBİ’lerin teknoloji dönüşümlerini sağlamak kamu ve büyük sanayi şirketlerinin örnek olması ile gerçekleşir. Kamu ve özel sektör kendi içerisinde IT yatırımı yapmaktan vazgeçmeli. Örneğin şirketler kendi içinde veri merkezi kurmamalı. Türkiye’de global ve yerel anlamda bunu yapacak şirketlere şans verip bunların büyümelerini sağlamalı. ABD’nin en büyük bankası, teknolojiyi kendisi yapmak yerine iş ortaklarıyla yaptı ve dünyanın en büyük bankası oldu. Aynı zamanda teknoloji şirketini de en büyük teknoloji şirketi yaptı. Alman otomotiv devi de teknolojiyi iş ortaklarından alıyor. Herkes kendi işine odaklanacak böylelikle ekosistem desteklenmiş olacak. Şirketler de böylelikle tasarruf sağlamış olacak. Bir yazılım geliştirme projesinin süreci ayları buluyor ancak şirket IT departmanı gerçekleştirince de ürün güncelliğini kaybediyor. Şirket 300 IT elemanı çalıştırıyor ancak onun yerine 300 farklı şirketle çalıştı mı daha verimli ve inovatif ürünler çıkabilir.” dedi.  “Tüm devlet okullarına teknoloji dersleri konmalı” Yetkin işgücü sayısının artırılması gerekliliğini belirten TÜBİSAD Başkanı Tombalak “Türkiye’den teknoloji markası hala çıkaramadık. Sadece e-ticaret tarafında ve oyun firmalarımız dışında global marka çıkmadı. Beyin göçü engellenmez. Önce Türkiye’de çalışan teknoloji çalışanlarına baktığımızda 200 bin kişi civarında olduğunu görüyoruz. Almanya‘da ise bu rakam 1milyon 200bin kişi. Beyin göçünden önce beyin gücünü artırmalıyız. Şirketlere yeteri kadar yetkin işgücü yetiştiremiyoruz. Meslek liselerine, devlet okullarına muhakkak teknoloji dersleri konmalı. Eğitimde yetkin işgücü için radikal kararlar alınmalı. Adım atmak için neye ihtiyacımız varsa bunu yapmalıyız. Savunma sanayi irade konarak nasıl desteklendi ise bilgi ve iletişim sektörleri de desteklenmeli.” dedi. “Devlet 5G fiber altyapı yatırımlarını hızla hayata geçirmeli” Fiber altyapı yatırımlarına hız verilmesi gerektiğini vurgulayan TÜBİSAD Başkanı “Yeni nesil teknolojiler için 5G altyapı yatırımlarına hızla başlanmalı. Teknolojik dönüşüm sadece şirketlerin tek başına çözebileceği bir konu değil, bu devlet meselesi. Fiberin tüm ülkede çekilmiş olması gerek. Devlet savunma sanayi, otomotiv sektöründe nasıl radikal karar aldıysa burada da aynı irade gösterilmeli. Üç operatör tek bir altyapı kurmalı üçü ayrı ayrı kuramaz çünkü maliyet olarak mümkün değil. ABD ve Avrupa bu şekilde yaptı. Sonuç olarak teknolojiye erişim için ülke fiber 5G altyapısı ile donatılmalı.” diyerek sözlerini tamamladı.  ","15 Eylül 2023 Cuma, 08:53","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
Çin menşeli güneş paneli malzemesi ithalatında damping önlemi,/cin-menseli-gunes-paneli-malzemesi-ithalatinda-damping-onlemi-2338395,"Ticaret Bakanlığı'nın Resmi Gazete'de yayımlanan konu ile ilgili tebliğine göre, Çin menşeli “bir modül halinde birleştirilmiş veya panolarda düzenlenmiş fotovoltaik hücreler” ürünü ithalatında dampinge karşı önlem devam edecek.  ","15 Eylül 2023 Cuma, 09:11","['ASTOR : 0', 'ENJSA : -1', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : 0', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : -1', 'FROTO : -1', 'BIMAS : -1', 'SOKM : -1', 'ARCLK : 0', 'VESTL : -1', 'THYAO : -1', 'PGSUS : -1']"
